2:06	Yeonmi exhaling in relief as the ice holds beneath her, a small steadying breath, a tiny calm beat of survival. A single soft teal accent.
2:11	Yeonmi and her mother reaching the far riverbank into China, but a faint question mark hovers above to hint that this is not real freedom. A single red accent on the question mark.
2:18	Yeonmi crouching and hiding in shadow while a searching figure with a sweeping spotlight hunts for her, predator and prey, because refugees are hunted in China. A single red accent on the spotlight.
2:23	A heavy ominous arrow pointing backward across the border, dark and dreadful, representing being sent back to the worst fate imaginable. A single red accent on the arrow.
2:29	Shadowy menacing smuggler figures looming over a small Yeonmi and her mother, a different kind of nightmare beginning. A single red accent.
2:34	Yeonmi and her mother standing with price tags hanging on them as if they were goods for sale, no longer people but commodities. A single red accent on the price tags.
2:40	Yeonmi and her mother being pulled apart in opposite directions by grasping hands, a desperate reach between them as they are separated. A single red accent on the reaching hands.
2:47	Money changing hands above a small huddled figure of 13-year-old Yeonmi, symbolising she is sold like property to a man. A single red accent on the money.
2:53	Yeonmi curled up small in a dark corner, with faint torn calendar pages drifting around her to show years passing while hidden, silent and always afraid. A single muted red accent.
2:59	Yeonmi looking up shocked and hopeful as her gaunt, thin father appears unexpectedly in a doorway, having survived the camps and reached China. A single red accent in the doorway.
3:06	A small family of three briefly together again, but the father is hunched and frail, coughing, clearly very sick, fragile hope. A single red accent.
3:14	The father is gone, and Yeonmi stands alone with a large hand-lettered question mark above her head, facing the question of what now. A single red accent on the question mark.
3:21	Yeonmi and her mother shouldering small bundles and walking onward with grim determination, they have to keep moving farther from danger. A single red accent.
3:25	A hand-drawn map diagram showing a long route arrow travelling through Mongolia down to South Korea, one of the most dangerous routes. The route arrow is the single red accent.
3:32	Two tiny figures crossing a vast empty freezing desert and barren mountains, dwarfed by the immense emptiness, their only chance. A teal accent for the cold.
3:38	Yeonmi and her mother travelling at night under a sky of stars and a thin moon, two small figures moving through darkness, hiding by day. A single pale accent on the moon.
3:45	Two figures trudging forward with exhausted, shivering, hunched posture through bitter cold, the exhaustion constant and the fear never leaving. A teal cold accent.
3:50	Yeonmi and her mother pausing in the wilderness with grim heavy faces as they make a final, terrible decision. A single red accent.
3:58	Yeonmi and her mother gripping each other's hands tightly in defiant resolve, vowing never to be taken alive, anything better than being sent back. A single red accent on their joined hands.
4:03	Yeonmi and her mother arriving at a stark border marker and fence in the empty desert, the Mongolian border, the last barrier. A single red accent on the border sign.
4:10	The two figures crossing the border, then suddenly caught in a harsh sweeping spotlight as they are found, everything stops. A single red accent on the spotlight.
4:17	A tense standoff: Yeonmi and her mother facing Mongolian soldiers, the pivotal moment, breath held, outcome uncertain. A single red accent.
4:24	Mongolian soldiers gently taking Yeonmi and her mother in rather than sending them back, an unexpected act of kindness, relief on their faces. A single warm red accent.
4:30	Yeonmi standing tall for the first time, arms slightly open, breathing free under an open sky, with a single bird flying free above her echoing the earlier caged bird. The free bird is the single red accent.
4:37	Yeonmi speaking openly without fear, mouth open mid-word, but a subtle uncertain expression shows that freedom is not easy when you have never had it. A single red accent.
4:43	Yeonmi standing before several open doors of different paths, hesitant but learning how to make her own choices from the very beginning. A single red accent on one door.
4:48	Yeonmi standing confidently at a microphone on a small stage, sharing her story with an audience, learning how to trust and to live. A single red accent on the microphone.
4:53	Yeonmi speaking while gesturing toward a faint outline map of North Korea beside her, so people understand what is really happening inside. A single red accent on the map.
5:00	A return to the wide dark river bank with a single small silhouette of a person standing at its edge, echoing the very first frame, because people are still there right now. A single teal accent on the water.
5:05	A final lone small figure standing on the dark frozen river in silence, fragile and hopeful, hoping the ice will hold, an echo of the opening. A single teal accent on the ice.
